2025-06-05 14:17:59 - Temp: , Hum: , Soil: , Relay: 
2025-06-06 09:44:11 - Temp: 24.70000076, Hum: 62.5, Soil: 470, Relay: 1
2025-06-06 09:44:31 - Temp: 24.70000076, Hum: 62.29999924, Soil: 1024, Relay: 
2025-06-06 09:44:37 - Temp: 24.70000076, Hum: 62.29999924, Soil: 1024, Relay: 
2025-06-06 09:44:42 - Temp: 24.70000076, Hum: 62.29999924, Soil: 1024, Relay: 
2025-06-06 09:44:48 - Temp: 24.70000076, Hum: 62.29999924, Soil: 461, Relay: 1
2025-06-06 09:44:54 - Temp: 24.70000076, Hum: 62.40000153, Soil: 1024, Relay: 
2025-06-06 09:45:17 - Temp: 24.70000076, Hum: 62.29999924, Soil: 441, Relay: 1
2025-06-06 09:45:52 - Temp: 24.70000076, Hum: 62.20000076, Soil: 471, Relay: 1
2025-06-06 09:45:55 - Temp: 24.70000076, Hum: 62.20000076, Soil: 1024, Relay: 
2025-06-06 09:45:58 - Temp: 24.70000076, Hum: 62.20000076, Soil: 1018, Relay: 
2025-06-06 09:46:24 - Temp: 24.79999924, Hum: 62.09999847, Soil: 445, Relay: 1
2025-06-06 09:46:42 - Temp: 24.70000076, Hum: 62, Soil: 1024, Relay: 
2025-06-06 09:46:48 - Temp: 24.79999924, Hum: 62, Soil: 999, Relay: 
2025-06-06 09:47:01 - Temp: 24.79999924, Hum: 62, Soil: 1024, Relay: 
2025-06-06 09:47:01 - Temp: 24.79999924, Hum: 62, Soil: 438, Relay: 1
2025-06-06 09:47:07 - Temp: 24.79999924, Hum: 62, Soil: 451, Relay: 1
2025-06-06 09:47:10 - Temp: 24.79999924, Hum: 62, Soil: 1024, Relay: 
2025-06-06 09:47:16 - Temp: 24.79999924, Hum: 62, Soil: 469, Relay: 1
2025-06-06 09:47:19 - Temp: 24.79999924, Hum: 62, Soil: 478, Relay: 1
2025-06-06 09:47:22 - Temp: 24.79999924, Hum: 62, Soil: 478, Relay: 1
2025-06-06 09:47:32 - Temp: 24.79999924, Hum: 61.90000153, Soil: 488, Relay: 1
2025-06-06 09:47:33 - Temp: 24.79999924, Hum: 61.90000153, Soil: 494, Relay: 1
2025-06-06 09:47:36 - Temp: 24.79999924, Hum: 62, Soil: 498, Relay: 1
2025-06-06 09:47:41 - Temp: 24.79999924, Hum: 62.20000076, Soil: 1024, Relay: 
2025-06-06 09:47:45 - Temp: 24.79999924, Hum: 61.90000153, Soil: 474, Relay: 1
2025-06-06 09:47:58 - Temp: 24.79999924, Hum: 62, Soil: 502, Relay: 
2025-06-06 09:48:11 - Temp: 24.79999924, Hum: 62.20000076, Soil: 522, Relay: 
2025-06-06 09:54:59 - Temp: 25.89999962, Hum: 59.70000076, Soil: 374, Relay: 1
2025-06-06 09:55:02 - Temp: 25.89999962, Hum: 59.40000153, Soil: 379, Relay: 1
2025-06-06 09:55:07 - Temp: 25.89999962, Hum: 59.29999924, Soil: 393, Relay: 1
2025-06-06 09:55:08 - Temp: 25.89999962, Hum: 59.20000076, Soil: 1024, Relay: 
2025-06-06 09:55:11 - Temp: 25.89999962, Hum: 59, Soil: 538, Relay: 
2025-06-06 09:55:22 - Temp: 25.89999962, Hum: 59.29999924, Soil: 414, Relay: 1
2025-06-06 09:55:25 - Temp: 25.89999962, Hum: 58.79999924, Soil: 413, Relay: 1
2025-06-06 09:55:28 - Temp: 25.89999962, Hum: 58.70000076, Soil: 410, Relay: 1
2025-06-06 09:59:13 - Temp: 25.39999962, Hum: 58.5, Soil: 521, Relay: 
2025-06-06 09:59:26 - Temp: 25.39999962, Hum: 58.40000153, Soil: 532, Relay: 
2025-06-06 09:59:29 - Temp: 25.39999962, Hum: 58.5, Soil: 533, Relay: 
2025-06-06 09:59:37 - Temp: 25.39999962, Hum: 58.5, Soil: 535, Relay: 
2025-06-06 09:59:38 - Temp: 25.29999924, Hum: 58.5, Soil: 536, Relay: 
2025-06-06 09:59:49 - Temp: 25.29999924, Hum: 58.40000153, Soil: 1024, Relay: 
2025-06-06 09:59:49 - Temp: 25.29999924, Hum: 58.29999924, Soil: 1024, Relay: 
2025-06-06 10:00:07 - Temp: 25.29999924, Hum: 58.29999924, Soil: 429, Relay: 1
2025-06-06 10:00:13 - Temp: 25.29999924, Hum: 58.20000076, Soil: 447, Relay: 1
2025-06-06 10:00:18 - Temp: 25.29999924, Hum: 58.20000076, Soil: 1024, Relay: 
2025-06-06 10:00:29 - Temp: 25.29999924, Hum: 58.09999847, Soil: 1024, Relay: 
2025-06-06 10:00:29 - Temp: 25.29999924, Hum: 58.20000076, Soil: 1022, Relay: 
2025-06-06 10:00:32 - Temp: 25.29999924, Hum: 58.20000076, Soil: 1022, Relay: 
2025-06-06 10:00:38 - Temp: 25.29999924, Hum: 58.20000076, Soil: 1023, Relay: 
2025-06-06 10:00:51 - Temp: 25.29999924, Hum: 58.29999924, Soil: 1024, Relay: 
2025-06-06 10:02:12 - Temp: 25.20000076, Hum: 58.70000076, Soil: 478, Relay: 1
2025-06-06 10:02:13 - Temp: 25.20000076, Hum: 58.70000076, Soil: 486, Relay: 1
2025-06-06 10:02:16 - Temp: 25.20000076, Hum: 58.70000076, Soil: 493, Relay: 1
2025-06-06 10:02:19 - Temp: 25.20000076, Hum: 58.70000076, Soil: 497, Relay: 1
2025-06-06 10:02:34 - Temp: 25.20000076, Hum: 58.70000076, Soil: 513, Relay: 
2025-06-06 10:02:37 - Temp: 25.10000038, Hum: 58.79999924, Soil: 1024, Relay: 
2025-06-06 10:02:41 - Temp: 25.10000038, Hum: 58.70000076, Soil: 1024, Relay: 
2025-06-06 10:03:01 - Temp: 25.10000038, Hum: 58.70000076, Soil: 1024, Relay: 
2025-06-06 10:03:04 - Temp: 25.10000038, Hum: 58.79999924, Soil: 1024, Relay: 
2025-06-06 10:03:07 - Temp: 25.10000038, Hum: 58.79999924, Soil: 401, Relay: 1
2025-06-06 10:03:10 - Temp: 25.10000038, Hum: 58.79999924, Soil: 402, Relay: 1
2025-06-06 10:03:13 - Temp: 25.10000038, Hum: 58.79999924, Soil: 412, Relay: 1
2025-06-06 10:03:16 - Temp: 25.10000038, Hum: 58.79999924, Soil: 423, Relay: 1
2025-06-06 10:03:19 - Temp: 25.10000038, Hum: 58.79999924, Soil: 434, Relay: 1
2025-06-06 10:03:22 - Temp: 25.10000038, Hum: 58.79999924, Soil: 446, Relay: 1
2025-06-06 10:03:25 - Temp: 25.10000038, Hum: 58.79999924, Soil: 457, Relay: 1
2025-06-06 10:03:28 - Temp: 25.10000038, Hum: 58.70000076, Soil: 468, Relay: 1
2025-06-06 10:04:01 - Temp: 25.10000038, Hum: 58.90000153, Soil: 525, Relay: 
2025-06-06 10:04:17 - Temp: 25.10000038, Hum: 58.90000153, Soil: 533, Relay: 
2025-06-06 10:04:25 - Temp: 25.10000038, Hum: 59, Soil: 535, Relay: 
2025-06-06 10:04:28 - Temp: 25.10000038, Hum: 58.90000153, Soil: 536, Relay: 
2025-06-06 10:04:31 - Temp: 25.10000038, Hum: 58.90000153, Soil: 537, Relay: 
2025-06-06 10:04:37 - Temp: 25, Hum: 58.90000153, Soil: 541, Relay: 
2025-06-06 10:04:42 - Temp: 25, Hum: 58.90000153, Soil: 541, Relay: 
2025-06-06 10:04:48 - Temp: 25.10000038, Hum: 59, Soil: 542, Relay: 
2025-06-06 10:04:51 - Temp: 25, Hum: 59, Soil: 543, Relay: 
2025-06-06 10:04:54 - Temp: 25, Hum: 59, Soil: 543, Relay: 
2025-06-06 10:04:57 - Temp: 25, Hum: 59, Soil: 544, Relay: 
2025-06-06 10:05:15 - Temp: 25, Hum: 59, Soil: 546, Relay: 
2025-06-06 10:05:18 - Temp: 25, Hum: 59, Soil: 546, Relay: 
2025-06-06 10:05:24 - Temp: 25, Hum: 59, Soil: 546, Relay: 
2025-06-06 10:05:27 - Temp: 25, Hum: 59, Soil: 546, Relay: 
2025-06-06 10:05:27 - Temp: 25, Hum: 59, Soil: 547, Relay: 
2025-06-06 10:05:38 - Temp: 25, Hum: 59.09999847, Soil: 547, Relay: 
2025-06-06 10:05:38 - Temp: 25, Hum: 59.09999847, Soil: 547, Relay: 
2025-06-06 10:05:41 - Temp: 25, Hum: 59.09999847, Soil: 547, Relay: 
2025-06-06 10:05:57 - Temp: 25, Hum: 59.20000076, Soil: 547, Relay: 
2025-06-06 10:06:05 - Temp: 25, Hum: 59.20000076, Soil: 547, Relay: 
2025-06-06 10:06:11 - Temp: 25, Hum: 59.20000076, Soil: 544, Relay: 
2025-06-06 10:06:14 - Temp: 25, Hum: 59.20000076, Soil: 542, Relay: 
2025-06-06 10:06:22 - Temp: 25, Hum: 59.29999924, Soil: 542, Relay: 
2025-06-06 10:06:30 - Temp: 25, Hum: 59.29999924, Soil: 543, Relay: 
2025-06-06 10:06:33 - Temp: 25, Hum: 59.29999924, Soil: 543, Relay: 
2025-06-06 10:06:43 - Temp: 25, Hum: 59.29999924, Soil: 544, Relay: 
2025-06-06 10:06:44 - Temp: 25, Hum: 59.20000076, Soil: 545, Relay: 
2025-06-06 10:06:47 - Temp: 25, Hum: 59.20000076, Soil: 545, Relay: 
2025-06-06 10:06:50 - Temp: 25, Hum: 59.20000076, Soil: 546, Relay: 
2025-06-06 10:06:55 - Temp: 25, Hum: 59.20000076, Soil: 546, Relay: 
2025-06-06 10:06:59 - Temp: 25, Hum: 59.20000076, Soil: 546, Relay: 
2025-06-06 10:06:59 - Temp: 25, Hum: 59.29999924, Soil: 546, Relay: 
2025-06-06 10:07:02 - Temp: 25, Hum: 59.29999924, Soil: 546, Relay: 
2025-06-06 10:07:13 - Temp: 25, Hum: 59.29999924, Soil: 546, Relay: 
2025-06-06 10:07:13 - Temp: 25, Hum: 59.29999924, Soil: 546, Relay: 
2025-06-06 10:07:16 - Temp: 25, Hum: 59.29999924, Soil: 547, Relay: 
2025-06-06 10:07:32 - Temp: 25, Hum: 59.20000076, Soil: 547, Relay: 
2025-06-06 10:07:35 - Temp: 25, Hum: 59.20000076, Soil: 549, Relay: 
2025-06-06 10:07:35 - Temp: 25, Hum: 59.20000076, Soil: 547, Relay: 
2025-06-06 10:07:38 - Temp: 25, Hum: 59.20000076, Soil: 549, Relay: 
2025-06-06 10:07:49 - Temp: 25, Hum: 59.09999847, Soil: 549, Relay: 
2025-06-06 10:07:54 - Temp: 25, Hum: 59.09999847, Soil: 549, Relay: 
2025-06-06 10:08:07 - Temp: 25, Hum: 59.09999847, Soil: 549, Relay: 
2025-06-06 10:08:10 - Temp: 25, Hum: 59.40000153, Soil: 549, Relay: 
2025-06-06 10:08:13 - Temp: 25, Hum: 59.09999847, Soil: 1024, Relay: 
2025-06-06 10:09:24 - Temp: 24.89999962, Hum: 61.79999924, Soil: 1023, Relay: 
2025-06-06 10:09:30 - Temp: 24.89999962, Hum: 61.59999847, Soil: 1022, Relay: 
2025-06-06 10:09:38 - Temp: 24.89999962, Hum: 61.40000153, Soil: 1020, Relay: 
2025-06-06 10:09:41 - Temp: 24.89999962, Hum: 61.20000076, Soil: 1020, Relay: 
2025-06-06 10:09:41 - Temp: 24.89999962, Hum: 61.20000076, Soil: 1018, Relay: 
2025-06-06 10:09:44 - Temp: 24.89999962, Hum: 61.20000076, Soil: 1018, Relay: 
2025-06-06 10:09:47 - Temp: 24.89999962, Hum: 61.20000076, Soil: 1024, Relay: 
2025-06-06 10:09:50 - Temp: 24.89999962, Hum: 61.29999924, Soil: 1000, Relay: 
2025-06-06 10:09:58 - Temp: 24.89999962, Hum: 61.40000153, Soil: 1024, Relay: 
2025-06-06 10:10:01 - Temp: 24.89999962, Hum: 61.5, Soil: 1004, Relay: 
2025-06-06 10:10:07 - Temp: 24.79999924, Hum: 61.59999847, Soil: 1010, Relay: 
2025-06-06 10:10:20 - Temp: 24.79999924, Hum: 61.79999924, Soil: 997, Relay: 
2025-06-06 10:10:26 - Temp: 24.79999924, Hum: 61.79999924, Soil: 1024, Relay: 
2025-06-06 10:10:34 - Temp: 24.79999924, Hum: 61.90000153, Soil: 996, Relay: 
2025-06-06 10:10:50 - Temp: 24.79999924, Hum: 61.90000153, Soil: 988, Relay: 
2025-06-06 10:10:58 - Temp: 24.79999924, Hum: 61.70000076, Soil: 1008, Relay: 
2025-06-06 10:11:13 - Temp: 24.70000076, Hum: 61.5, Soil: 1024, Relay: 
2025-06-06 10:11:21 - Temp: 24.70000076, Hum: 61.59999847, Soil: 990, Relay: 
2025-06-06 10:11:24 - Temp: 24.70000076, Hum: 61.59999847, Soil: 989, Relay: 
2025-06-06 10:11:37 - Temp: 24.70000076, Hum: 61.90000153, Soil: 989, Relay: 
2025-06-06 10:11:45 - Temp: 24.70000076, Hum: 62, Soil: 1021, Relay: 
2025-06-06 10:12:03 - Temp: 24.70000076, Hum: 61.70000076, Soil: 998, Relay: 
2025-06-06 10:12:36 - Temp: 24.60000038, Hum: 61.40000153, Soil: 1024, Relay: 
2025-06-06 10:12:39 - Temp: 24.60000038, Hum: 61.29999924, Soil: 999, Relay: 
2025-06-06 10:12:42 - Temp: 24.60000038, Hum: 61.29999924, Soil: 1024, Relay: 
2025-06-06 10:13:34 - Temp: 24.60000038, Hum: 61.20000076, Soil: 1009, Relay: 
2025-06-06 10:13:49 - Temp: 24.5, Hum: 61.29999924, Soil: 1021, Relay: 
2025-06-06 10:13:53 - Temp: 24.5, Hum: 61.40000153, Soil: 1024, Relay: 
2025-06-06 10:13:56 - Temp: 24.5, Hum: 61.5, Soil: 1024, Relay: 
2025-06-06 10:14:09 - Temp: 24.5, Hum: 62.29999924, Soil: 397, Relay: 1
2025-06-06 10:14:14 - Temp: 24.5, Hum: 62.70000076, Soil: 1015, Relay: 
2025-06-06 10:14:17 - Temp: 24.5, Hum: 62.79999924, Soil: 1018, Relay: 
2025-06-06 10:14:20 - Temp: 24.5, Hum: 62.70000076, Soil: 1018, Relay: 
2025-06-06 10:14:31 - Temp: 24.5, Hum: 62.70000076, Soil: 405, Relay: 1
2025-06-06 10:14:32 - Temp: 24.5, Hum: 62.59999847, Soil: 410, Relay: 1
2025-06-06 10:14:45 - Temp: 24.5, Hum: 62.70000076, Soil: 441, Relay: 1
2025-06-06 10:15:03 - Temp: 24.5, Hum: 62.79999924, Soil: 488, Relay: 1
2025-06-06 10:15:38 - Temp: 24.5, Hum: 63.20000076, Soil: 532, Relay: 1
2025-06-06 10:15:39 - Temp: 24.5, Hum: 62.90000153, Soil: 534, Relay: 1
2025-06-06 10:15:47 - Temp: 24.60000038, Hum: 63, Soil: 536, Relay: 1
2025-06-06 10:15:50 - Temp: 24.5, Hum: 63.20000076, Soil: 541, Relay: 1
2025-06-06 10:15:53 - Temp: 24.5, Hum: 63.29999924, Soil: 541, Relay: 1
2025-06-06 10:17:24 - Temp: 24.5, Hum: 62.09999847, Soil: 553, Relay: 1
2025-06-06 10:17:24 - Temp: 24.5, Hum: 62, Soil: 561, Relay: 1
2025-06-06 10:17:42 - Temp: 24.5, Hum: 63.29999924, Soil: 427, Relay: 1
2025-06-06 10:17:45 - Temp: 24.5, Hum: 63.20000076, Soil: 432, Relay: 1
2025-06-06 10:17:48 - Temp: 24.5, Hum: 63.09999847, Soil: 437, Relay: 1
2025-06-06 10:18:04 - Temp: 24.5, Hum: 62.5, Soil: 471, Relay: 1
2025-06-06 10:18:07 - Temp: 24.5, Hum: 62.29999924, Soil: 483, Relay: 1
2025-06-06 10:18:56 - Temp: 24.5, Hum: 61.90000153, Soil: 475, Relay: 1
2025-06-06 10:18:56 - Temp: 24.5, Hum: 61.90000153, Soil: 476, Relay: 1
2025-06-06 10:18:59 - Temp: 24.5, Hum: 61.90000153, Soil: 476, Relay: 1
2025-06-06 10:19:05 - Temp: 24.5, Hum: 62, Soil: 478, Relay: 1
2025-06-06 10:19:05 - Temp: 24.5, Hum: 62, Soil: 483, Relay: 1
2025-06-06 10:19:16 - Temp: 24.5, Hum: 62.09999847, Soil: 1024, Relay: 
2025-06-06 10:19:19 - Temp: 24.5, Hum: 62.20000076, Soil: 1023, Relay: 
2025-06-06 10:19:22 - Temp: 24.5, Hum: 62.20000076, Soil: 462, Relay: 1
2025-06-06 10:19:35 - Temp: 24.5, Hum: 62.29999924, Soil: 474, Relay: 1
2025-06-06 10:19:46 - Temp: 24.5, Hum: 62.09999847, Soil: 502, Relay: 1
2025-06-06 10:20:04 - Temp: 24.5, Hum: 62.20000076, Soil: 535, Relay: 1
2025-06-06 10:20:07 - Temp: 24.5, Hum: 61.79999924, Soil: 541, Relay: 1
2025-06-06 10:20:25 - Temp: 24.5, Hum: 61.59999847, Soil: 556, Relay: 1
2025-06-06 10:20:28 - Temp: 24.5, Hum: 61.70000076, Soil: 557, Relay: 1
2025-06-06 10:20:31 - Temp: 24.5, Hum: 61.70000076, Soil: 559, Relay: 1
2025-06-06 10:20:41 - Temp: 24.5, Hum: 62, Soil: 562, Relay: 1
2025-06-06 10:21:02 - Temp: 24.5, Hum: 61.29999924, Soil: 569, Relay: 1
2025-06-06 10:21:13 - Temp: 24.5, Hum: 61.20000076, Soil: 569, Relay: 1
2025-06-06 10:21:13 - Temp: 24.5, Hum: 61.20000076, Soil: 570, Relay: 1
2025-06-06 10:21:21 - Temp: 24.5, Hum: 61.29999924, Soil: 570, Relay: 1
2025-06-06 10:21:35 - Temp: 24.5, Hum: 61.40000153, Soil: 569, Relay: 1
2025-06-06 10:21:38 - Temp: 24.5, Hum: 61.70000076, Soil: 568, Relay: 1
2025-06-06 10:21:46 - Temp: 24.5, Hum: 61.5, Soil: 567, Relay: 1
2025-06-06 10:22:04 - Temp: 24.5, Hum: 60.90000153, Soil: 566, Relay: 1
2025-06-06 10:22:12 - Temp: 24.5, Hum: 60.70000076, Soil: 566, Relay: 1
2025-06-06 10:22:15 - Temp: 24.5, Hum: 60.70000076, Soil: 566, Relay: 1
2025-06-06 10:22:18 - Temp: 24.5, Hum: 60.70000076, Soil: 566, Relay: 1
2025-06-06 10:22:24 - Temp: 24.5, Hum: 60.59999847, Soil: 566, Relay: 1
2025-06-06 10:22:27 - Temp: 24.5, Hum: 60.59999847, Soil: 566, Relay: 1
2025-06-06 10:22:28 - Temp: 24.5, Hum: 60.5, Soil: 567, Relay: 1
2025-06-06 10:22:33 - Temp: 24.5, Hum: 60.5, Soil: 567, Relay: 1
2025-06-06 10:22:44 - Temp: 24.5, Hum: 60.40000153, Soil: 566, Relay: 1
2025-06-06 10:22:49 - Temp: 24.5, Hum: 60.40000153, Soil: 566, Relay: 1
2025-06-06 10:22:50 - Temp: 24.5, Hum: 60.5, Soil: 566, Relay: 1
2025-06-06 10:23:06 - Temp: 24.5, Hum: 61.79999924, Soil: 1024, Relay: 
2025-06-06 10:23:19 - Temp: 24.5, Hum: 62.20000076, Soil: 1024, Relay: 
2025-06-06 10:23:22 - Temp: 24.5, Hum: 62.5, Soil: 404, Relay: 1
2025-06-06 10:23:22 - Temp: 24.5, Hum: 62.59999847, Soil: 417, Relay: 1
2025-06-06 10:23:33 - Temp: 24.5, Hum: 62.40000153, Soil: 434, Relay: 1
2025-06-06 10:23:36 - Temp: 24.5, Hum: 62, Soil: 439, Relay: 1
2025-06-06 10:23:44 - Temp: 24.5, Hum: 61.59999847, Soil: 461, Relay: 1
2025-06-06 10:23:52 - Temp: 24.5, Hum: 61.20000076, Soil: 486, Relay: 1
2025-06-06 10:23:52 - Temp: 24.5, Hum: 61, Soil: 495, Relay: 1
2025-06-06 10:23:58 - Temp: 24.5, Hum: 60.90000153, Soil: 502, Relay: 1
2025-06-06 10:23:59 - Temp: 24.5, Hum: 60.79999924, Soil: 509, Relay: 1
2025-06-06 10:24:02 - Temp: 24.5, Hum: 60.59999847, Soil: 516, Relay: 1
2025-06-06 10:24:05 - Temp: 24.5, Hum: 60.59999847, Soil: 521, Relay: 1
2025-06-06 10:24:10 - Temp: 24.5, Hum: 60.40000153, Soil: 526, Relay: 1
2025-06-06 10:24:18 - Temp: 24.5, Hum: 60.29999924, Soil: 535, Relay: 1
2025-06-06 10:24:26 - Temp: 24.5, Hum: 60.09999847, Soil: 542, Relay: 1
2025-06-06 10:24:29 - Temp: 24.60000038, Hum: 60, Soil: 543, Relay: 1
2025-06-06 10:24:35 - Temp: 24.60000038, Hum: 60, Soil: 546, Relay: 1
2025-06-06 10:24:38 - Temp: 24.5, Hum: 59.90000153, Soil: 547, Relay: 1
2025-06-06 10:24:41 - Temp: 24.5, Hum: 59.90000153, Soil: 549, Relay: 1
2025-06-06 10:24:44 - Temp: 24.5, Hum: 59.79999924, Soil: 550, Relay: 1
2025-06-06 10:24:47 - Temp: 24.5, Hum: 59.79999924, Soil: 552, Relay: 1
2025-06-06 10:24:50 - Temp: 24.5, Hum: 59.79999924, Soil: 553, Relay: 1
2025-06-06 10:24:53 - Temp: 24.5, Hum: 59.79999924, Soil: 553, Relay: 1
2025-06-06 10:24:56 - Temp: 24.5, Hum: 59.79999924, Soil: 553, Relay: 1
2025-06-06 10:25:04 - Temp: 24.5, Hum: 59.79999924, Soil: 554, Relay: 1
2025-06-06 10:25:07 - Temp: 24.5, Hum: 59.90000153, Soil: 555, Relay: 1
2025-06-06 10:25:15 - Temp: 24.5, Hum: 59.90000153, Soil: 555, Relay: 1
2025-06-06 10:25:23 - Temp: 24.5, Hum: 59.90000153, Soil: 556, Relay: 1
2025-06-06 10:25:41 - Temp: 24.5, Hum: 59.90000153, Soil: 558, Relay: 1
2025-06-06 10:25:44 - Temp: 24.5, Hum: 59.90000153, Soil: 559, Relay: 1
2025-06-06 10:25:47 - Temp: 24.5, Hum: 60, Soil: 558, Relay: 1
2025-06-06 10:25:55 - Temp: 24.5, Hum: 60.20000076, Soil: 559, Relay: 1
2025-06-06 10:26:01 - Temp: 24.5, Hum: 60.40000153, Soil: 559, Relay: 1
2025-06-06 10:26:09 - Temp: 24.5, Hum: 61, Soil: 559, Relay: 1
2025-06-06 10:26:12 - Temp: 24.5, Hum: 60.90000153, Soil: 559, Relay: 1
2025-06-06 10:26:12 - Temp: 24.5, Hum: 60.90000153, Soil: 559, Relay: 1
2025-06-06 10:26:15 - Temp: 24.5, Hum: 61, Soil: 559, Relay: 1
2025-06-06 10:26:26 - Temp: 24.5, Hum: 60.90000153, Soil: 559, Relay: 1
2025-06-06 10:26:27 - Temp: 24.5, Hum: 60.90000153, Soil: 559, Relay: 1
2025-06-06 10:26:37 - Temp: 24.5, Hum: 61, Soil: 560, Relay: 1
2025-06-06 10:26:40 - Temp: 24.60000038, Hum: 60.79999924, Soil: 559, Relay: 1
2025-06-06 10:26:46 - Temp: 24.60000038, Hum: 60.70000076, Soil: 559, Relay: 1
2025-06-06 10:26:49 - Temp: 24.60000038, Hum: 60.40000153, Soil: 559, Relay: 1
2025-06-06 10:26:52 - Temp: 24.5, Hum: 60.70000076, Soil: 559, Relay: 1
2025-06-06 10:27:05 - Temp: 24.60000038, Hum: 60.29999924, Soil: 559, Relay: 1
2025-06-06 10:27:08 - Temp: 24.60000038, Hum: 60.29999924, Soil: 559, Relay: 1
2025-06-06 10:27:26 - Temp: 24.60000038, Hum: 60.5, Soil: 559, Relay: 1
2025-06-06 10:27:39 - Temp: 24.60000038, Hum: 60.59999847, Soil: 559, Relay: 1
2025-06-06 10:27:45 - Temp: 24.60000038, Hum: 60.70000076, Soil: 559, Relay: 1
2025-06-06 10:27:50 - Temp: 24.60000038, Hum: 60.79999924, Soil: 560, Relay: 1
2025-06-06 10:28:01 - Temp: 24.60000038, Hum: 60.79999924, Soil: 561, Relay: 1
2025-06-06 10:28:04 - Temp: 24.60000038, Hum: 60.90000153, Soil: 561, Relay: 1
2025-06-06 10:28:04 - Temp: 24.60000038, Hum: 60.90000153, Soil: 561, Relay: 1
2025-06-06 10:28:07 - Temp: 24.60000038, Hum: 60.79999924, Soil: 561, Relay: 1
2025-06-06 10:28:28 - Temp: 24.60000038, Hum: 60.79999924, Soil: 561, Relay: 1
2025-06-06 10:28:44 - Temp: 24.60000038, Hum: 61, Soil: 562, Relay: 1
2025-06-06 10:28:55 - Temp: 24.60000038, Hum: 61.20000076, Soil: 1024, Relay: 
2025-06-06 10:28:55 - Temp: 24.60000038, Hum: 61.59999847, Soil: 1018, Relay: 
2025-06-06 10:28:58 - Temp: 24.60000038, Hum: 62.5, Soil: 1016, Relay: 
2025-06-06 10:29:01 - Temp: 24.60000038, Hum: 63.09999847, Soil: 1015, Relay: 
2025-06-06 10:29:04 - Temp: 24.60000038, Hum: 64.09999847, Soil: 449, Relay: 1
2025-06-06 10:29:12 - Temp: 24.60000038, Hum: 64.09999847, Soil: 458, Relay: 1
2025-06-06 10:29:15 - Temp: 24.60000038, Hum: 63.79999924, Soil: 459, Relay: 1
2025-06-06 11:54:20 - Temp: 23.5, Hum: 65.30000305, Soil: 895, Relay: 
2025-06-06 11:54:23 - Temp: 23.5, Hum: 65.30000305, Soil: 465, Relay: 1
2025-06-06 11:54:29 - Temp: 23.5, Hum: 65.19999695, Soil: 637, Relay: 
2025-06-06 11:54:50 - Temp: 23.5, Hum: 65, Soil: 529, Relay: 1
2025-06-06 11:54:53 - Temp: 23.5, Hum: 65, Soil: 500, Relay: 1
2025-06-06 11:54:56 - Temp: 23.5, Hum: 65, Soil: 507, Relay: 1
2025-06-06 11:55:04 - Temp: 23.5, Hum: 65, Soil: 1009, Relay: 
2025-06-06 11:55:15 - Temp: 23.5, Hum: 65.19999695, Soil: 594, Relay: 1
2025-06-06 11:55:15 - Temp: 23.60000038, Hum: 65.69999695, Soil: 529, Relay: 1
2025-06-06 11:55:31 - Temp: 23.60000038, Hum: 66.09999847, Soil: 566, Relay: 1
2025-06-06 11:55:31 - Temp: 23.60000038, Hum: 66.59999847, Soil: 568, Relay: 1
2025-06-06 11:55:34 - Temp: 23.60000038, Hum: 66.69999695, Soil: 569, Relay: 1
2025-06-06 11:55:47 - Temp: 23.60000038, Hum: 66.5, Soil: 577, Relay: 1
2025-06-06 11:55:53 - Temp: 23.60000038, Hum: 66, Soil: 579, Relay: 1
2025-06-06 11:55:56 - Temp: 23.60000038, Hum: 66, Soil: 580, Relay: 1
2025-06-06 11:56:12 - Temp: 23.60000038, Hum: 65.40000153, Soil: 585, Relay: 1
2025-06-06 11:56:35 - Temp: 23.60000038, Hum: 65.30000305, Soil: 588, Relay: 1
2025-06-06 11:56:51 - Temp: 23.70000076, Hum: 65.80000305, Soil: 590, Relay: 1
2025-06-06 11:57:01 - Temp: 23.70000076, Hum: 65.80000305, Soil: 591, Relay: 1
2025-06-06 11:57:04 - Temp: 23.70000076, Hum: 65.69999695, Soil: 592, Relay: 1
2025-06-06 11:57:17 - Temp: 23.70000076, Hum: 65.59999847, Soil: 594, Relay: 1
2025-06-06 11:57:20 - Temp: 23.70000076, Hum: 65.30000305, Soil: 594, Relay: 1
2025-06-06 11:57:26 - Temp: 23.70000076, Hum: 65.19999695, Soil: 595, Relay: 1
2025-06-06 11:57:26 - Temp: 23.70000076, Hum: 65.19999695, Soil: 596, Relay: 1
2025-06-06 11:57:34 - Temp: 23.70000076, Hum: 65.19999695, Soil: 597, Relay: 1
2025-06-06 11:57:40 - Temp: 23.70000076, Hum: 65.09999847, Soil: 598, Relay: 1
2025-06-06 11:57:46 - Temp: 23.70000076, Hum: 65.19999695, Soil: 598, Relay: 1
2025-06-06 11:57:49 - Temp: 23.70000076, Hum: 65.09999847, Soil: 600, Relay: 
2025-06-06 11:57:52 - Temp: 23.70000076, Hum: 65.19999695, Soil: 600, Relay: 
2025-06-06 11:57:55 - Temp: 23.79999924, Hum: 65.19999695, Soil: 601, Relay: 
2025-06-06 11:57:58 - Temp: 23.70000076, Hum: 65.19999695, Soil: 600, Relay: 
2025-06-06 11:58:01 - Temp: 23.79999924, Hum: 65.19999695, Soil: 601, Relay: 
